TITLE,CHILDREN,PERS_H,AGE,TMADD,TMJOB1,TEL,NMBLOAN,FINLOAN,INCOME,EC_CARD,INC,INC1,STATUS,BUREAU,LOCATION,LOANS,REGN,DIV,CASH,PRODUCT,RESID,NAT,PROF,CAR,CARDS
R,0,1,22,3.00,6.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,1,4,1.00,800.00,"Radio, TV, Hifi",,German,"Food,Building,Ca",Car,no credit cards
H,1,3,21,96.00,9.00,2.00,0.00,1.00,2800.00,0.00,100000.0,4.00,V,2.00,1.00,1,4,1.00,1600.00,"Dept. Store,Mail",,German,Others,Car,no credit cards
R,0,1,21,9.00,12.00,2.00,0.00,0.00,1900.00,1.00,2500.00,3.00,U,1.00,1.00,0,3,1.00,2500.00,"Dept. Store,Mail",,German,"Civil Service, M",Car,Cheque card
H,0,1,19,48.00,3.00,2.00,0.00,0.00,2000.00,0.00,2500.00,2.00,U,3.00,1.00,0,7,1.00,4000.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Car,no credit cards
R,0,1,21,120.00,3.00,2.00,0.00,0.00,1700.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,10000.00,Cars,Lease,German,Others,Car,no credit cards
H,0,1,22,96.00,54.00,1.00,0.00,0.00,2500.00,0.00,2500.00,2.00,U,1.00,1.00,0,3,1.00,2500.00,"Radio, TV, Hifi",Lease,German,Self-employed pe,Car,no credit cards
H,1,2,22,6.00,21.00,2.00,0.00,0.00,1700.00,0.00,2500.00,2.00,U,2.00,1.00,1,3,1.00,1000.00,Cars,Lease,German,Military Service,Car,no credit cards
H,0,1,22,30.00,30.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,2,1.00,1900.00,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Without Vehicle,no credit cards
R,0,1,19,3.00,3.00,2.00,0.00,0.00,1600.00,0.00,2500.00,2.00,U,3.00,1.00,0,9,1.00,900.00,"Radio, TV, Hifi",Lease,Italian,"Food,Building,Ca",Without Vehicle,no credit cards
H,1,3,20,0.00,3.00,2.00,0.00,0.00,2800.00,0.00,100000.0,4.00,V,3.00,1.00,0,6,1.00,900.00,Cars,Lease,Turkish,Others,Car,no credit cards
H,0,1,21,36.00,3.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,2.00,1.00,1,4,1.00,1500.00,"Furniture,Carpet",Lease,German,"Civil Service, M",Without Vehicle,no credit cards
H,0,1,21,108.00,24.00,2.00,0.00,0.00,2200.00,0.00,2500.00,2.00,U,3.00,1.00,0,2,1.00,5000.00,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Without Vehicle,no credit cards
H,0,1,19,60.00,18.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,7000.00,Cars,Lease,German,Others,Car,no credit cards
H,0,1,21,30.00,18.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,5,1.00,7000.00,Cars,Lease,German,Others,Car,no credit cards
R,0,1,21,108.00,30.00,2.00,0.00,1.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,6,1.00,5000.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
R,0,2,20,6.00,6.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,V,3.00,1.00,0,7,1.00,2000.00,"Dept. Store,Mail",Lease,Turkish,Others,Without Vehicle,no credit cards
R,0,1,18,0.00,9.00,1.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,3,1.00,1000.00,"Furniture,Carpet",Lease,Turkish,Others,Without Vehicle,no credit cards
H,0,1,18,36.00,6.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,1000.00,"Radio, TV, Hifi",,Turkish,Others,Without Vehicle,no credit cards
H,0,1,21,3.00,6.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,1.00,1.00,0,6,1.00,1800.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,1,22,264.00,21.00,2.00,0.00,0.00,2300.00,0.00,2500.00,2.00,U,1.00,1.00,2,2,1.00,4000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,1,21,6.00,6.00,1.00,0.00,0.00,2000.00,0.00,2500.00,2.00,U,3.00,1.00,0,2,1.00,4000.00,"Radio, TV, Hifi",Lease,Other European,Others,Car,no credit cards
H,0,1,20,96.00,9.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,7,1.00,1100.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,18,84.00,27.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,800.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,19,12.00,24.00,2.00,0.00,0.00,2500.00,1.00,2500.00,3.00,U,3.00,1.00,0,5,1.00,1300.00,"Radio, TV, Hifi",,German,Others,Car,Cheque card
H,0,1,20,264.00,45.00,2.00,0.00,0.00,3200.00,0.00,100000.0,4.00,U,2.00,1.00,0,3,1.00,1600.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
R,0,1,20,192.00,18.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,700.00,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards
R,0,1,21,9.00,6.00,2.00,0.00,0.00,1600.00,0.00,2500.00,2.00,U,1.00,1.00,2,7,1.00,2500.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
R,0,1,22,264.00,6.00,2.00,0.00,1.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,1,4,1.00,700.00,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,22,3.00,12.00,2.00,0.00,0.00,1900.00,0.00,2500.00,2.00,U,2.00,1.00,2,4,1.00,800.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards
R,0,1,19,240.00,24.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,7,1.00,600.00,"Dept. Store,Mail",Lease,German,"Civil Service, M",Without Vehicle,no credit cards
H,0,1,22,3.00,54.00,2.00,0.00,0.00,2100.00,0.00,2500.00,2.00,U,3.00,1.00,0,2,1.00,1000.00,"Radio, TV, Hifi",Lease,Yugoslav,Others,Without Vehicle,no credit cards
H,1,3,22,9.00,15.00,2.00,0.00,0.00,2000.00,0.00,2500.00,2.00,V,3.00,1.00,0,4,1.00,7000.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards
H,0,1,19,9.00,6.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,1.00,1.00,1,9,1.00,3000.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,18,21.00,9.00,2.00,0.00,0.00,1700.00,0.00,2500.00,2.00,U,3.00,1.00,0,5,1.00,900.00,Leisure,Lease,German,Others,Car,no credit cards
H,0,1,22,18.00,54.00,2.00,0.00,0.00,2000.00,0.00,2500.00,2.00,U,3.00,1.00,0,3,1.00,9000.00,Cars,Lease,German,"Food,Building,Ca",Car,no credit cards
H,0,1,18,84.00,36.00,2.00,0.00,0.00,2200.00,0.00,2500.00,2.00,U,1.00,1.00,0,8,1.00,700.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards
H,0,1,20,6.00,30.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,9,1.00,1800.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card
H,1,3,22,264.00,9.00,1.00,0.00,1.00,2800.00,0.00,100000.0,4.00,V,2.00,1.00,0,8,1.00,1800.00,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards
H,0,1,19,15.00,6.00,2.00,0.00,0.00,2700.00,0.00,100000.0,4.00,U,3.00,1.00,0,5,1.00,2000.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,19,96.00,18.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,5,1.00,600.00,"Dept. Store,Mail",,Turkish,"Civil Service, M",Without Vehicle,no credit cards
H,0,1,18,15.00,27.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,1,3,1.00,1100.00,"Dept. Store,Mail",Lease,German,"Food,Building,Ca",Car,no credit cards
H,0,1,18,120.00,12.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,1500.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,19,96.00,36.00,2.00,0.00,1.00,2200.00,0.00,2500.00,2.00,U,1.00,1.00,4,3,1.00,1900.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
H,0,1,20,66.00,6.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,1.00,1.00,0,4,1.00,700.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
H,0,2,21,12.00,6.00,2.00,0.00,0.00,2200.00,0.00,2500.00,2.00,V,1.00,1.00,1,6,1.00,1400.00,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards
R,0,1,21,84.00,9.00,1.00,0.00,0.00,2000.00,0.00,2500.00,2.00,U,1.00,1.00,2,3,1.00,5000.00,Leisure,Lease,German,Others,Car,no credit cards
H,0,1,19,24.00,24.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,1.00,1.00,0,4,1.00,800.00,"Radio, TV, Hifi",Lease,Turkish,Others,Without Vehicle,no credit cards
H,0,1,21,264.00,3.00,2.00,0.00,0.00,1600.00,0.00,2500.00,2.00,U,3.00,1.00,0,7,1.00,1100.00,"Radio, TV, Hifi",Lease,Yugoslav,Others,Car,no credit cards
H,1,3,21,54.00,3.00,2.00,0.00,0.00,2500.00,0.00,2500.00,2.00,V,1.00,1.00,1,7,1.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,1,19,36.00,12.00,2.00,0.00,0.00,2400.00,0.00,2500.00,2.00,U,1.00,1.00,1,8,1.00,4000.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards
H,0,1,18,144.00,12.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,1000.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
H,0,1,19,240.00,48.00,2.00,0.00,0.00,2000.00,0.00,2500.00,2.00,U,3.00,1.00,0,9,1.00,10000.00,Cars,Lease,German,Others,Car,no credit cards
H,0,1,19,120.00,33.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,1.00,1.00,1,8,1.00,900.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
H,1,2,21,9.00,18.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,6,1.00,800.00,"Radio, TV, Hifi",,German,"Food,Building,Ca",Without Vehicle,no credit cards
H,0,1,22,36.00,33.00,1.00,0.00,0.00,2100.00,0.00,2500.00,2.00,U,1.00,1.00,1,4,1.00,5000.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
H,2,3,22,24.00,12.00,2.00,0.00,1.00,2800.00,0.00,100000.0,4.00,U,2.00,1.00,3,2,1.00,1400.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards
H,1,3,22,48.00,12.00,1.00,0.00,0.00,2400.00,0.00,2500.00,2.00,V,2.00,1.00,0,4,1.00,1500.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
H,0,1,19,18.00,9.00,2.00,0.00,0.00,1900.00,0.00,2500.00,2.00,U,1.00,1.00,1,4,1.00,15000.00,Cars,Lease,Turkish,Others,Car,no credit cards
H,0,1,18,240.00,30.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,1.00,1.00,1,3,1.00,800.00,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards
H,0,1,20,6.00,9.00,1.00,0.00,0.00,2300.00,0.00,2500.00,2.00,U,1.00,1.00,1,2,1.00,2500.00,"Radio, TV, Hifi",Lease,German,Military Service,Without Vehicle,no credit cards
R,0,1,21,30.00,15.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,U,1.00,1.00,1,4,1.00,1800.00,"Dept. Store,Mail",Lease,German,Others,Car,Cheque card
H,1,2,21,12.00,15.00,2.00,0.00,0.00,3200.00,0.00,100000.0,4.00,U,2.00,1.00,1,2,1.00,500.00,"Radio, TV, Hifi",Lease,German,Self-employed pe,Car,no credit cards
H,0,1,19,21.00,24.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,1.00,1.00,0,7,1.00,1200.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,1,20,12.00,6.00,1.00,0.00,0.00,1900.00,0.00,2500.00,2.00,U,2.00,1.00,0,5,1.00,1600.00,Leisure,Lease,German,Others,Car,no credit cards
H,0,1,18,15.00,15.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,800.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,21,30.00,24.00,2.00,0.00,0.00,1700.00,0.00,2500.00,2.00,U,1.00,1.00,2,6,1.00,15000.00,Cars,Lease,German,Others,Car,no credit cards
H,0,1,22,240.00,66.00,2.00,0.00,1.00,2200.00,0.00,2500.00,2.00,U,2.00,1.00,1,0,0.00,1300.00,"Radio, TV, Hifi",Lease,Others,Others,Car,no credit cards
H,0,2,21,6.00,18.00,2.00,0.00,1.00,2200.00,0.00,2500.00,2.00,E,1.00,1.00,3,4,1.00,9000.00,"Furniture,Carpet",Lease,German,Military Service,Car,no credit cards
H,0,1,19,120.00,3.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,3000.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,21,264.00,3.00,2.00,0.00,0.00,1900.00,0.00,2500.00,2.00,U,3.00,1.00,0,2,1.00,1500.00,"Radio, TV, Hifi",Lease,German,Military Service,Car,no credit cards
H,0,1,21,264.00,6.00,2.00,0.00,1.00,1000.00,0.00,2500.00,2.00,U,1.00,1.00,1,5,1.00,700.00,"Dept. Store,Mail",Lease,German,"Food,Building,Ca",Car,no credit cards
H,0,1,19,240.00,6.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,5,1.00,900.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
R,0,1,21,3.00,33.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,5,1.00,1800.00,"Furniture,Carpet",Lease,German,"Food,Building,Ca",Without Vehicle,no credit cards
H,0,1,22,264.00,18.00,2.00,0.00,0.00,1600.00,0.00,2500.00,2.00,U,3.00,1.00,0,6,1.00,500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,1,22,6.00,12.00,1.00,0.00,0.00,2200.00,0.00,2500.00,2.00,U,1.00,1.00,1,3,1.00,900.00,"Furniture,Carpet",,German,Others,Without Vehicle,no credit cards
R,0,1,19,3.00,21.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,0,5,1.00,2500.00,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
R,0,2,22,192.00,15.00,2.00,0.00,1.00,1900.00,0.00,2500.00,2.00,V,1.00,1.00,1,7,1.00,1600.00,"Radio, TV, Hifi",Lease,Yugoslav,Others,Car,no credit cards
H,0,1,22,15.00,9.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,1.00,1.00,1,4,1.00,1700.00,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards
H,0,1,22,144.00,12.00,2.00,0.00,0.00,2500.00,0.00,2500.00,2.00,U,1.00,1.00,2,5,1.00,20000.00,"Furniture,Carpet",Lease,Turkish,Others,Car,no credit cards
H,1,3,22,15.00,6.00,1.00,0.00,0.00,2200.00,0.00,2500.00,2.00,V,3.00,1.00,0,3,1.00,2500.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
H,0,1,21,264.00,3.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,1.00,1.00,0,4,1.00,1200.00,"Radio, TV, Hifi",,Turkish,Others,Car,no credit cards
R,0,1,19,66.00,9.00,1.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,3,1.00,600.00,"Dept. Store,Mail",,German,"Sea Vojage, Gast",Without Vehicle,no credit cards
H,0,1,19,36.00,3.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,1.00,1.00,0,6,1.00,4000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
R,0,1,22,12.00,12.00,2.00,0.00,0.00,1700.00,0.00,2500.00,2.00,U,1.00,1.00,1,4,1.00,10000.00,Cars,Lease,German,Others,Car,no credit cards
H,0,1,20,240.00,48.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,3.00,1.00,0,5,1.00,2500.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
H,0,1,21,84.00,3.00,2.00,0.00,0.00,2500.00,1.00,2500.00,3.00,U,3.00,1.00,0,0,0.00,8000.00,Cars,Lease,Yugoslav,Others,Without Vehicle,Cheque card
H,0,2,22,9.00,6.00,2.00,0.00,1.00,1700.00,0.00,2500.00,2.00,V,2.00,1.00,0,4,1.00,15000.00,Cars,Lease,German,Others,Car,no credit cards
H,0,1,20,9.00,15.00,2.00,0.00,1.00,2300.00,0.00,2500.00,2.00,U,1.00,1.00,1,3,1.00,800.00,"Dept. Store,Mail",Lease,German,Others,Car,no credit cards
R,0,1,21,3.00,18.00,1.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,1000.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,21,264.00,60.00,2.00,0.00,0.00,2300.00,0.00,2500.00,2.00,U,1.00,1.00,1,6,1.00,1000.00,Cars,Lease,Italian,Others,Car,no credit cards
H,0,1,21,6.00,21.00,2.00,0.00,1.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,800.00,"Radio, TV, Hifi",,Others,Others,Without Vehicle,no credit cards
H,0,1,21,3.00,12.00,2.00,0.00,0.00,1800.00,1.00,2500.00,3.00,U,1.00,1.00,1,2,1.00,1400.00,"Radio, TV, Hifi",Lease,German,"Civil Service, M",Car,Cheque card
R,0,1,22,36.00,60.00,2.00,0.00,0.00,2100.00,0.00,2500.00,2.00,U,1.00,1.00,1,7,1.00,5000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
H,0,1,18,216.00,30.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,800.00,"Dept. Store,Mail",Lease,German,"Food,Building,Ca",Car,no credit cards
R,0,1,22,6.00,72.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,3.00,1.00,0,7,1.00,900.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,2,20,0.00,18.00,2.00,0.00,0.00,1700.00,0.00,2500.00,2.00,E,1.00,1.00,2,5,1.00,1400.00,Cars,Lease,Italian,"Food,Building,Ca",Car,no credit cards
H,1,3,20,6.00,6.00,1.00,0.00,0.00,2600.00,0.00,100000.0,4.00,V,1.00,1.00,0,5,1.00,1900.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards
H,0,1,18,216.00,24.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,700.00,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,20,240.00,21.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,2000.00,Cars,Lease,German,Others,Without Vehicle,no credit cards
H,0,1,21,30.00,42.00,2.00,0.00,0.00,2300.00,0.00,2500.00,2.00,U,1.00,1.00,2,3,1.00,4000.00,"Furniture,Carpet",,German,Others,Car,no credit cards
H,0,1,20,264.00,24.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,1700.00,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards
H,0,1,20,144.00,27.00,1.00,0.00,1.00,2600.00,0.00,100000.0,4.00,U,2.00,1.00,1,8,1.00,4000.00,"Furniture,Carpet",Lease,Turkish,Others,Without Vehicle,no credit cards
R,0,1,19,9.00,18.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,500.00,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,18,240.00,15.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,2,1.00,600.00,"Radio, TV, Hifi",,German,"Food,Building,Ca",Without Vehicle,no credit cards
H,0,1,22,264.00,12.00,2.00,0.00,0.00,2000.00,0.00,2500.00,2.00,U,3.00,1.00,0,2,1.00,3000.00,"Radio, TV, Hifi",,German,"Civil Service, M",Without Vehicle,no credit cards
R,1,3,22,15.00,24.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,V,3.00,1.00,0,4,1.00,800.00,"Radio, TV, Hifi",,Yugoslav,Others,Without Vehicle,Cheque card
H,0,1,18,108.00,6.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,2,1.00,1000.00,"Radio, TV, Hifi",,German,Chemical Industr,Without Vehicle,no credit cards
H,0,1,21,18.00,9.00,2.00,0.00,0.00,1900.00,1.00,2500.00,3.00,U,1.00,1.00,1,2,1.00,3000.00,"Radio, TV, Hifi",Lease,Spanish/Portugue,"Food,Building,Ca",Car,Cheque card
H,0,1,22,84.00,42.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,1.00,1.00,1,5,1.00,1000.00,Cars,Lease,German,Others,Car,no credit cards
H,0,2,19,3.00,6.00,1.00,0.00,0.00,1900.00,0.00,2500.00,2.00,V,3.00,0.00,0,4,1.00,2500.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
H,0,1,18,216.00,24.00,2.00,0.00,0.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,6,1.00,1900.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card
H,0,1,18,96.00,15.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,5,1.00,1300.00,Leisure,Lease,German,Others,Car,no credit cards
H,0,1,19,240.00,30.00,2.00,0.00,0.00,2500.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,900.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
R,0,1,19,15.00,6.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,3.00,1.00,0,9,1.00,700.00,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
H,0,2,23,168.00,12.00,2.00,0.00,0.00,2200.00,0.00,2500.00,2.00,E,3.00,1.00,0,2,1.00,20000.00,Cars,Lease,German,"Civil Service, M",Car,no credit cards
H,0,1,19,240.00,3.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,3,1.00,500.00,"Dept. Store,Mail",,German,Others,Without Vehicle,no credit cards
H,0,1,19,42.00,30.00,2.00,0.00,0.00,2000.00,0.00,2500.00,2.00,U,3.00,1.00,0,4,1.00,1000.00,Cars,Lease,German,Others,Car,no credit cards
H,0,1,19,60.00,3.00,2.00,0.00,0.00,2500.00,0.00,2500.00,2.00,U,1.00,1.00,0,8,1.00,1700.00,"Radio, TV, Hifi",,German,Others,Car,no credit cards
H,0,1,21,120.00,27.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,1.00,1.00,1,4,1.00,1100.00,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
R,0,1,19,84.00,15.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,3,1.00,700.00,"Dept. Store,Mail",Lease,German,Others,Without Vehicle,no credit cards
R,0,2,22,12.00,36.00,2.00,0.00,1.00,1500.00,0.00,2500.00,2.00,V,1.00,1.00,2,4,1.00,1400.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
H,2,4,22,12.00,12.00,1.00,0.00,0.00,2800.00,0.00,100000.0,4.00,V,3.00,1.00,0,5,1.00,1700.00,"Radio, TV, Hifi",Lease,Turkish,Others,Car,no credit cards
H,0,1,20,240.00,12.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,2,1.00,2000.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,19,240.00,30.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,1.00,1.00,1,4,1.00,600.00,Leisure,Lease,German,Others,Without Vehicle,no credit cards
R,0,1,22,3.00,9.00,2.00,0.00,0.00,1500.00,0.00,2500.00,2.00,U,3.00,1.00,0,5,1.00,900.00,"Radio, TV, Hifi",,Turkish,"Sea Vojage, Gast",Without Vehicle,no credit cards
H,0,1,19,3.00,9.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,5,1.00,900.00,"Radio, TV, Hifi",,Turkish,Others,Without Vehicle,no credit cards
H,0,1,20,36.00,6.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,3.00,1.00,0,0,0.00,1000.00,"Radio, TV, Hifi",,German,"Sea Vojage, Gast",Without Vehicle,no credit cards
H,0,1,18,66.00,6.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,1.00,1.00,0,5,1.00,1800.00,"Radio, TV, Hifi",,German,Others,Without Vehicle,no credit cards
R,0,1,21,6.00,24.00,2.00,0.00,1.00,2000.00,0.00,2500.00,2.00,U,1.00,1.00,1,4,1.00,2000.00,"Furniture,Carpet",Lease,German,Others,Without Vehicle,no credit cards
H,0,1,21,108.00,36.00,2.00,0.00,0.00,1800.00,0.00,2500.00,2.00,U,3.00,1.00,0,2,1.00,1000.00,"Radio, TV, Hifi",Lease,German,Others,Without Vehicle,no credit cards
H,0,2,22,3.00,6.00,2.00,0.00,1.00,2000.00,0.00,2500.00,2.00,V,1.00,1.00,1,4,1.00,5000.00,Cars,Lease,German,Others,Without Vehicle,no credit cards
H,1,3,22,42.00,27.00,2.00,0.00,1.00,0.00,1.00,0.00,1.00,V,1.00,1.00,1,7,1.00,1500.00,"Radio, TV, Hifi",Lease,German,Others,Car,Cheque card
H,0,1,22,3.00,3.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,U,3.00,1.00,0,4,1.00,900.00,"Radio, TV, Hifi",Lease,German,"Food,Building,Ca",Without Vehicle,Cheque card
H,0,1,19,0.00,15.00,1.00,0.00,0.00,1600.00,0.00,2500.00,2.00,U,1.00,1.00,1,0,0.00,1600.00,"Radio, TV, Hifi",Lease,German,Military Service,Car,no credit cards
R,0,1,21,264.00,18.00,2.00,0.00,0.00,1000.00,0.00,2500.00,2.00,U,3.00,1.00,0,2,1.00,2000.00,"Furniture,Carpet",Lease,German,Others,Car,no credit cards
H,1,2,22,18.00,21.00,1.00,0.00,0.00,2300.00,0.00,2500.00,2.00,U,2.00,1.00,0,8,1.00,4000.00,"Radio, TV, Hifi",Lease,German,Others,Car,no credit cards
