TITLE;CHILDREN;PERS_H;AGE;TMADD;TMJOB1;TEL;NMBLOAN;FINLOAN;INCOME;EC_CARD;INC;INC1;STATUS;BUREAU;LOCATION;LOANS;REGN;DIV;CASH;PRODUCT;RESID;NAT;PROF;CAR;CARDS;GB
H;0;1;20;19200;3000;200;0;0;170000;0;250000;200;U;300;100;0;2;100;190000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;no credit cards;1
H;0;1;22;3600;3600;100;0;100;250000;0;250000;200;U;300;100;0;9;100;160000;Furniture,Carpet;Lease;German;Food,Building,Ca;Car;no credit cards;0
R;0;2;22;600;4500;200;0;0;230000;0;250000;200;V;100;100;0;0;0;300000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;1
H;0;1;19;24000;900;200;0;0;190000;0;250000;200;U;300;100;0;3;100;120000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
R;1;3;22;4800;6000;200;0;0;250000;0;250000;200;V;100;100;1;0;0;80000;Radio, TV, Hifi;Lease;Turkish;Civil Service, M;Without Vehicle;no credit cards;1
R;0;1;22;900;2700;200;0;100;150000;0;250000;200;U;100;100;2;5;100;60000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
R;0;2;22;26400;4500;200;0;100;210000;0;250000;200;V;100;100;1;4;100;300000;Dept. Store,Mail;;German;Civil Service, M;Car;no credit cards;0
H;0;1;21;16800;2100;200;0;100;150000;0;250000;200;U;100;100;2;4;100;50000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;1;22;5400;1500;100;0;0;200000;0;250000;200;U;100;100;1;0;0;60000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
H;0;2;22;7200;4800;200;0;0;270000;0;1000000;400;V;300;100;0;2;100;130000;Radio, TV, Hifi;;Turkish;Food,Building,Ca;Car;no credit cards;0
H;0;1;21;5400;5400;200;0;0;200000;0;250000;200;U;300;100;0;2;100;50000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
R;0;1;20;24000;3300;100;0;0;250000;0;250000;200;U;300;100;0;5;100;100000;Cars;Lease;German;Others;Car;no credit cards;1
H;0;1;22;8400;2400;200;0;100;190000;0;250000;200;U;100;100;1;8;100;400000;Furniture,Carpet;Lease;Turkish;Others;Car;no credit cards;1
H;0;1;23;1200;1200;200;0;100;240000;0;250000;200;U;100;100;1;3;100;130000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;1;22;1200;6000;100;0;0;220000;0;250000;200;U;100;100;1;0;0;120000;Radio, TV, Hifi;;German;Others;Car;no credit cards;1
H;0;1;22;6600;3300;200;0;0;100000;100;250000;300;U;300;100;0;2;100;150000;Radio, TV, Hifi;Lease;German;Food,Building,Ca;Car;Cheque card;1
H;0;1;20;6000;5400;200;0;0;170000;0;250000;200;U;300;100;0;6;100;180000;Radio, TV, Hifi;;German;Others;Without Vehicle;no credit cards;1
H;0;1;20;24000;2700;200;0;0;150000;0;250000;200;U;300;100;0;2;100;70000;Radio, TV, Hifi;;German;Food,Building,Ca;Without Vehicle;no credit cards;1
H;0;1;22;26400;2100;200;0;0;210000;0;250000;200;U;100;100;1;5;100;110000;Radio, TV, Hifi;Lease;German;Military Service;Car;no credit cards;0
H;0;1;22;12000;3300;200;0;0;210000;0;250000;200;U;300;100;0;3;100;250000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;1;3;22;1200;3600;200;0;0;250000;0;250000;200;V;100;100;1;4;100;120000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;0;1;19;24000;3300;200;0;0;210000;0;250000;200;U;300;100;0;0;0;300000;Radio, TV, Hifi;;Turkish;Others;Car;no credit cards;0
H;0;1;22;300;600;200;0;0;150000;0;250000;200;U;300;100;0;4;100;50000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
R;0;1;20;6600;3000;200;0;100;170000;0;250000;200;U;100;100;1;8;100;170000;Leisure;Lease;German;Others;Car;no credit cards;1
H;0;1;21;1200;1200;200;0;0;190000;0;250000;200;U;300;100;0;4;100;100000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;0;1;21;26400;600;200;0;0;100000;0;250000;200;U;100;100;0;2;100;170000;Radio, TV, Hifi;Lease;German;Others;Car;Mastercard/Euroc;0
H;0;1;22;8400;3600;200;0;0;100000;0;250000;200;U;100;100;1;4;100;50000;Radio, TV, Hifi;;German;Food,Building,Ca;Car;no credit cards;1
R;0;1;20;21600;2400;200;0;0;180000;0;250000;200;U;300;100;0;7;100;140000;Radio, TV, Hifi;Lease;Turkish;Others;Without Vehicle;no credit cards;1
H;5;7;56;8400;21600;200;0;100;310000;0;1000000;400;V;100;100;1;4;100;100000;Furniture,Carpet;Lease;Others;Others;Car;no credit cards;1
H;0;2;54;600;24000;200;0;0;330000;0;1000000;400;V;300;100;0;5;100;60000;Furniture,Carpet;Lease;Turkish;Others;Without Vehicle;no credit cards;0
H;3;5;47;19200;28800;200;0;0;320000;0;1000000;400;V;300;100;0;3;100;400000;Furniture,Carpet;Lease;Turkish;Others;Car;no credit cards;0
H;3;5;43;14400;3600;200;0;0;300000;0;1000000;400;V;300;100;0;7;100;120000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;0
H;3;5;33;5400;3300;200;0;100;290000;0;1000000;400;V;100;100;2;5;100;110000;Cars;Lease;Turkish;Others;Car;no credit cards;1
H;0;1;32;5400;2700;200;0;100;0;100;0;100;U;300;100;0;7;100;130000;Radio, TV, Hifi;Lease;Greek;Others;Car;Cheque card;1
H;1;3;31;6600;5400;200;0;100;290000;0;1000000;400;V;100;100;1;7;100;130000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;1
H;2;4;30;19200;3000;200;0;100;300000;0;1000000;400;V;300;100;0;6;100;60000;Leisure;Lease;Turkish;Others;Car;no credit cards;0
H;1;3;30;10800;900;200;0;100;240000;0;250000;200;V;100;100;1;5;100;300000;Radio, TV, Hifi;;Turkish;Others;Car;no credit cards;1
H;0;2;27;6600;9600;200;0;0;500000;0;1000000;400;V;300;100;0;6;100;300000;Dept. Store,Mail;Lease;Others;Self-employed pe;Car;no credit cards;1
H;1;3;25;12000;3600;200;0;100;300000;0;1000000;400;V;100;100;1;7;100;190000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;1
H;2;4;25;9600;4800;200;0;100;350000;0;1000000;400;V;300;100;0;5;100;180000;Radio, TV, Hifi;;Turkish;Others;Without Vehicle;no credit cards;0
H;1;3;24;0;1800;100;0;0;230000;0;250000;200;V;100;100;0;3;100;150000;Dept. Store,Mail;;Turkish;Others;Car;no credit cards;1
H;1;3;24;2100;2100;200;0;0;240000;0;250000;200;V;100;100;1;6;100;110000;Radio, TV, Hifi;Lease;Others;Others;Without Vehicle;no credit cards;1
R;0;2;23;1500;1500;100;0;100;200000;0;250000;200;V;300;100;0;8;100;300000;Furniture,Carpet;;Turkish;Others;Car;no credit cards;1
H;1;3;53;12000;3600;200;0;100;300000;0;1000000;400;V;300;100;0;7;100;400000;Leisure;Lease;German;Food,Building,Ca;Car;no credit cards;0
R;0;1;24;3000;3900;200;0;100;170000;0;250000;200;G;300;100;0;7;100;170000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
R;1;2;35;12000;2100;200;0;0;0;100;0;100;T;100;100;2;4;100;90000;Furniture,Carpet;Lease;Other European;Others;Without Vehicle;Cheque card;1
H;3;5;30;2100;9600;200;0;100;350000;0;1000000;400;V;100;100;1;6;100;180000;Cars;Lease;Turkish;Others;Car;no credit cards;0
H;0;2;30;5400;2100;200;0;0;260000;0;1000000;400;V;100;100;2;5;100;190000;Cars;Lease;German;Others;Car and Motor bi;no credit cards;1
H;0;1;25;31200;900;200;0;0;150000;0;250000;200;U;300;100;0;8;100;160000;Radio, TV, Hifi;Lease;Turkish;Others;Without Vehicle;no credit cards;1
H;1;3;25;1500;900;200;0;0;180000;0;250000;200;V;100;100;0;9;100;1500000;Cars;Lease;Others;Others;Car;no credit cards;1
H;0;2;23;1200;1500;200;0;0;0;100;0;100;V;300;100;0;7;100;400000;Radio, TV, Hifi;Lease;Turkish;Others;Car;Cheque card;1
R;0;1;52;14400;14400;200;0;100;210000;0;250000;200;G;100;100;1;0;0;100000;Dept. Store,Mail;Lease;German;Civil Service, M;Without Vehicle;no credit cards;1
H;2;4;48;12000;28800;200;0;0;300000;0;1000000;400;V;300;100;0;4;100;150000;Furniture,Carpet;Lease;Turkish;Others;Car;no credit cards;0
H;2;4;33;1200;1800;200;0;100;0;100;0;100;V;100;100;1;4;100;70000;Furniture,Carpet;;German;Civil Service, M;Car;Cheque card;0
H;1;2;30;2400;9600;100;0;100;250000;0;250000;200;U;100;100;1;4;100;180000;Furniture,Carpet;Lease;Turkish;Others;Car;no credit cards;1
H;1;3;29;2400;3600;200;0;0;310000;100;1000000;500;V;100;100;5;0;0;150000;Radio, TV, Hifi;;German;Civil Service, M;Car;Cheque card;0
H;0;1;24;300;600;200;0;0;200000;0;250000;200;U;100;100;2;8;100;140000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;1;3;55;21600;21600;200;0;100;180000;0;250000;200;V;100;100;3;7;100;300000;Radio, TV, Hifi;;Turkish;Pensioner;Car;no credit cards;1
H;0;1;39;2400;21600;100;0;100;260000;0;1000000;400;U;100;100;0;6;100;250000;Radio, TV, Hifi;Lease;German;Military Service;Car;no credit cards;1
H;2;4;36;5400;16800;200;0;100;400000;0;1000000;400;V;100;100;4;5;100;300000;Radio, TV, Hifi;Owner;German;Others;Car;no credit cards;1
H;1;3;34;0;600;200;0;0;0;100;0;100;V;100;100;0;4;100;80000;Furniture,Carpet;Lease;Turkish;Others;Without Vehicle;Cheque card;0
R;0;1;34;300;4800;200;0;100;0;100;0;100;U;300;100;0;2;100;400000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;1
H;0;2;33;4200;8400;200;0;100;260000;0;1000000;400;V;300;100;0;6;100;1000000;Cars;Lease;German;Civil Service, M;Car and Motor bi;no credit cards;0
H;1;3;32;12000;2400;200;0;100;250000;0;250000;200;V;100;100;1;6;100;70000;Radio, TV, Hifi;Lease;German;State,Steel Ind,;Car;no credit cards;0
H;0;2;23;900;300;200;0;100;250000;0;250000;200;V;300;100;0;9;100;100000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;1
R;0;1;45;4200;2700;200;0;0;190000;0;250000;200;G;100;100;3;4;100;400000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
R;0;2;45;7200;4800;200;0;0;330000;0;1000000;400;V;300;100;0;5;100;130000;Leisure;Lease;Turkish;Food,Building,Ca;Car;no credit cards;0
R;3;5;34;6600;16800;200;0;0;250000;0;250000;200;V;100;100;1;0;0;180000;Radio, TV, Hifi;Lease;Turkish;Others;Without Vehicle;no credit cards;1
H;1;3;25;600;6000;100;0;0;300000;0;1000000;400;V;100;100;1;4;100;120000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;1
R;0;1;25;28800;1200;200;0;0;150000;0;250000;200;U;100;100;0;3;100;1500000;Cars;Lease;German;Others;Car;no credit cards;1
H;0;1;24;16800;900;100;0;0;180000;0;250000;200;U;300;100;0;4;100;70000;Radio, TV, Hifi;;Turkish;Food,Building,Ca;Car;no credit cards;1
H;1;3;23;300;4800;200;0;0;350000;0;1000000;400;V;300;100;0;6;100;50000;Furniture,Carpet;Lease;Turkish;Others;Car;no credit cards;0
H;0;1;43;5400;2700;200;100;0;180000;0;250000;200;U;100;100;3;2;100;700000;Furniture,Carpet;Lease;German;Others;Without Vehicle;no credit cards;0
H;0;2;37;900;900;200;0;0;180000;0;250000;200;V;300;100;0;4;100;300000;Radio, TV, Hifi;Lease;Others;Others;Car;no credit cards;1
H;0;1;32;36000;4500;200;0;0;400000;100;1000000;500;U;100;100;1;5;100;250000;Dept. Store,Mail;;German;Civil Service, M;Car;Cheque card;0
H;1;3;31;3000;3900;100;0;0;0;100;0;100;V;300;100;0;0;0;120000;Radio, TV, Hifi;;German;Others;Without Vehicle;Cheque card;0
R;0;2;30;900;300;200;0;0;170000;0;250000;200;V;300;100;0;2;100;160000;Radio, TV, Hifi;Lease;Turkish;Others;Without Vehicle;no credit cards;1
R;0;1;28;600;8400;200;0;0;0;100;0;100;U;300;100;0;8;100;130000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
R;0;1;26;2400;2400;200;0;0;210000;0;250000;200;U;100;100;2;6;100;1500000;Cars;Lease;Others;Others;Car;no credit cards;1
H;5;7;37;12000;12000;200;0;100;400000;0;1000000;400;V;100;100;1;3;100;800000;Furniture,Carpet;Owner;German;Others;Car;no credit cards;0
R;1;2;44;14400;2700;200;0;100;0;100;0;100;G;300;100;0;0;0;120000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;0;1;24;900;900;200;0;0;200000;0;250000;200;U;100;100;1;4;100;70000;Dept. Store,Mail;;German;Others;Without Vehicle;no credit cards;0
R;1;3;39;26400;600;200;0;100;190000;0;250000;200;V;300;100;0;6;100;250000;Leisure;Owner;Turkish;Others;Without Vehicle;no credit cards;0
H;1;3;27;900;900;100;0;0;240000;0;250000;200;V;100;100;1;9;100;150000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;0;1;26;3600;4800;200;0;100;200000;0;250000;200;U;100;100;1;3;100;90000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;1;3;23;28800;3300;200;0;0;180000;0;250000;200;V;100;100;2;4;100;160000;Cars;Lease;German;Others;Car;no credit cards;0
H;0;2;31;3600;600;200;0;100;1000000;0;1000000;400;V;100;100;1;5;100;600000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
R;1;3;26;0;1500;200;0;0;240000;0;250000;200;V;300;100;0;0;0;250000;Radio, TV, Hifi;Lease;Turkish;Others;Car;no credit cards;1
H;0;2;52;10800;12000;200;0;100;350000;0;1000000;400;V;100;100;1;8;100;110000;Dept. Store,Mail;Lease;Turkish;Others;Car;no credit cards;0
H;0;1;50;2400;5400;200;0;100;230000;0;250000;200;G;100;100;1;3;100;300000;Dept. Store,Mail;;Other European;Others;Car;no credit cards;1
R;1;2;49;19200;5400;200;0;0;200000;0;250000;200;W;300;100;0;2;100;130000;Radio, TV, Hifi;Lease;Turkish;Pensioner;Without Vehicle;no credit cards;1
H;3;5;32;3600;3300;200;0;100;320000;0;1000000;400;V;100;100;2;4;100;120000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
R;0;1;29;9600;12000;200;200;0;220000;0;250000;200;U;300;100;0;5;100;500000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
R;0;2;62;900;900;200;0;0;150000;0;250000;200;V;300;100;0;5;100;300000;Radio, TV, Hifi;Lease;Turkish;Pensioner;Without Vehicle;no credit cards;1
H;2;4;38;21600;24000;200;0;100;500000;0;1000000;400;V;100;100;2;4;100;300000;Radio, TV, Hifi;;German;Chemical Industr;Car;no credit cards;0
H;0;1;36;0;7200;200;0;100;260000;100;1000000;500;U;100;100;3;7;100;900000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;0
H;1;3;30;5400;4200;200;0;0;250000;0;250000;200;V;300;100;0;5;100;300000;Radio, TV, Hifi;Lease;Others;Others;Without Vehicle;no credit cards;1
H;1;2;35;31200;5400;200;0;0;280000;0;1000000;400;G;100;100;1;4;100;250000;Radio, TV, Hifi;;German;Others;Car;no credit cards;0
H;4;6;35;12000;16800;200;0;100;500000;0;1000000;400;V;100;100;1;5;100;500000;Furniture,Carpet;Owner;German;Others;Car;no credit cards;0
H;1;3;34;4200;10800;200;0;100;400000;0;1000000;400;V;100;100;3;3;100;140000;Radio, TV, Hifi;;German;Food,Building,Ca;Car;no credit cards;0
H;2;4;31;5400;12000;200;0;100;0;0;0;0;V;100;100;1;4;100;250000;Radio, TV, Hifi;Lease;Turkish;Others;Car;Mastercard/Euroc;1
R;0;1;23;300;1200;200;0;100;0;100;0;100;U;100;100;1;2;100;100000;Furniture,Carpet;Lease;German;Others;Car;Cheque card;1
R;0;2;31;16800;300;200;0;0;150000;0;250000;200;V;100;100;1;6;100;200000;Radio, TV, Hifi;Owner;German;Others;Car;no credit cards;1
H;2;4;35;0;10800;100;0;100;280000;0;1000000;400;V;100;100;1;3;100;150000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;1
H;0;1;32;1200;1200;200;0;100;240000;0;250000;200;T;300;100;0;8;100;300000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
R;0;2;45;900;2400;200;0;100;350000;0;1000000;400;V;300;100;0;6;100;250000;Furniture,Carpet;Lease;German;Others;Car;Mastercard/Euroc;0
H;1;2;34;33600;9600;200;0;100;400000;0;1000000;400;U;100;100;0;3;100;1000000;Furniture,Carpet;Owner;German;Self-employed pe;Car;no credit cards;1
H;0;1;27;10800;2400;100;0;100;300000;0;1000000;400;U;100;100;1;4;100;100000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;no credit cards;1
R;0;1;27;7200;4500;200;100;100;0;0;0;0;W;300;100;0;3;100;300000;Furniture,Carpet;Lease;German;Others;Car;Mastercard/Euroc;0
H;0;1;25;1500;2400;200;0;100;240000;0;250000;200;U;100;100;2;0;0;120000;Radio, TV, Hifi;Lease;German;Others;Without Vehicle;no credit cards;1
R;1;2;45;12000;16800;200;0;100;320000;0;1000000;400;U;300;100;0;0;0;80000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
H;0;1;33;8400;19200;200;0;100;0;100;0;100;U;300;100;0;3;100;60000;Leisure;Lease;German;Civil Service, M;Car;Cheque card;0
R;0;1;29;16800;14400;200;0;100;180000;0;250000;200;U;100;100;0;7;100;400000;Dept. Store,Mail;Lease;Yugoslav;Others;Car;no credit cards;0
H;0;1;23;16800;4500;100;0;0;170000;0;250000;200;U;300;100;0;2;100;400000;Furniture,Carpet;Lease;German;Others;Without Vehicle;no credit cards;1
R;2;4;39;12000;19200;200;0;0;220000;0;250000;200;V;300;100;0;3;100;200000;Radio, TV, Hifi;;Greek;Others;Car;no credit cards;0
R;2;4;39;6000;3600;100;0;0;0;100;0;100;V;100;100;2;0;0;250000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;1
H;1;3;49;16800;19200;200;0;100;350000;0;1000000;400;V;100;100;1;5;100;300000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;1;33;300;900;200;0;100;200000;0;250000;200;U;100;100;0;4;100;100000;Radio, TV, Hifi;Lease;Others;Others;Car;no credit cards;1
H;0;1;29;300;5400;100;0;0;310000;0;1000000;400;U;100;100;2;2;100;1500000;Cars;Lease;German;Food,Building,Ca;Car;no credit cards;1
R;4;5;44;10800;1200;200;0;0;100000;0;250000;200;G;100;100;0;3;100;50000;Radio, TV, Hifi;Lease;Turkish;Food,Building,Ca;Car;no credit cards;1
H;3;5;32;16800;600;200;0;100;320000;100;1000000;500;V;200;100;1;2;100;120000;Radio, TV, Hifi;Lease;Turkish;Others;Car;Cheque card;1
R;0;1;30;3000;1800;200;0;0;210000;0;250000;200;U;100;100;2;3;100;250000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;0;1;27;1800;1500;100;0;0;200000;0;250000;200;U;300;100;0;9;100;130000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;4;6;64;99900;4800;200;0;0;340000;0;1000000;400;V;300;100;0;4;100;140000;Radio, TV, Hifi;Lease;German;Pensioner;Car;no credit cards;0
H;1;3;56;16800;14400;200;0;100;330000;0;1000000;400;V;100;100;1;7;100;250000;Furniture,Carpet;Lease;Turkish;Others;Car;no credit cards;1
H;1;3;37;9600;21600;200;0;100;400000;0;1000000;400;V;100;100;1;4;100;90000;Dept. Store,Mail;;German;Food,Building,Ca;Car;no credit cards;0
H;2;4;33;8400;900;200;0;100;0;100;0;100;V;100;100;1;2;100;300000;Radio, TV, Hifi;Lease;German;Others;Car;Cheque card;0
H;0;1;25;4800;3300;200;0;0;200000;0;250000;200;U;100;100;1;4;100;100000;Radio, TV, Hifi;;German;Others;Car;no credit cards;0
H;2;4;34;3000;8400;200;0;0;250000;0;250000;200;V;300;100;0;4;100;170000;Dept. Store,Mail;;German;Others;Car;no credit cards;0
R;1;2;25;1800;3000;100;0;0;240000;0;250000;200;G;100;100;2;4;100;190000;Dept. Store,Mail;Lease;German;Food,Building,Ca;Without Vehicle;no credit cards;1
H;2;4;39;9600;9600;200;0;0;320000;0;1000000;400;V;100;100;0;3;100;1000000;Furniture,Carpet;Lease;German;Self-employed pe;Car;no credit cards;0
H;0;1;32;1200;4200;200;0;0;240000;0;250000;200;U;100;100;1;3;100;800000;Furniture,Carpet;Owner;German;Others;Car;no credit cards;0
R;0;1;28;2400;0;100;0;0;180000;100;250000;300;U;300;100;0;5;100;60000;Dept. Store,Mail;;German;Others;Car;Cheque card;1
R;1;3;42;19200;9600;200;0;0;0;100;0;100;V;100;100;1;3;100;200000;Radio, TV, Hifi;;German;Food,Building,Ca;Car;Cheque card;0
H;0;2;32;8400;1500;200;0;100;210000;0;250000;200;V;100;100;0;4;100;140000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
H;0;2;65;99900;600;200;0;100;190000;0;250000;200;V;300;100;0;0;0;400000;Furniture,Carpet;Lease;German;Pensioner;Without Vehicle;no credit cards;0
H;2;4;44;19200;28800;200;0;0;290000;0;1000000;400;V;300;100;0;5;100;90000;Cars;Lease;German;Others;Car;no credit cards;0
R;0;2;44;10800;10800;200;0;0;190000;0;250000;200;V;300;100;0;4;100;110000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
H;1;3;42;10800;12000;200;0;100;340000;0;1000000;400;V;300;100;0;4;100;700000;Furniture,Carpet;Lease;German;Others;Without Vehicle;no credit cards;1
R;2;4;31;6600;14400;200;0;0;250000;0;250000;200;V;100;100;0;4;100;170000;Radio, TV, Hifi;Lease;German;Civil Service, M;Car;no credit cards;0
H;0;1;26;2400;2700;100;0;0;300000;0;1000000;400;U;100;100;2;2;100;170000;Furniture,Carpet;Lease;German;Self-employed pe;Without Vehicle;no credit cards;1
H;1;3;24;1200;900;200;0;0;180000;0;250000;200;V;300;100;0;8;100;50000;Radio, TV, Hifi;Lease;Other European;Others;Without Vehicle;no credit cards;0
R;1;2;45;2400;600;200;0;100;220000;0;250000;200;G;100;100;1;3;100;100000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
R;1;2;38;2100;2400;200;0;0;230000;0;250000;200;G;300;100;0;3;100;90000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;0
H;0;1;27;21600;600;200;0;0;0;100;0;100;U;100;100;3;3;100;250000;Dept. Store,Mail;;German;Others;Car;Cheque card;1
H;1;3;36;900;1800;200;0;0;270000;0;1000000;400;V;100;100;3;9;100;1500000;Cars;Lease;German;Food,Building,Ca;Car;no credit cards;0
R;0;1;50;3600;6000;200;0;100;0;100;0;100;G;100;100;1;3;100;70000;Dept. Store,Mail;Lease;German;Others;Car;Cheque card;0
H;1;3;38;1200;9600;200;0;0;1000000;100;1000000;500;V;100;100;2;5;100;80000;Radio, TV, Hifi;Lease;German;Sea Vojage, Gast;Car;Cheque card;0
R;0;1;57;16800;9600;200;0;100;260000;0;1000000;400;W;100;100;1;3;100;300000;Furniture,Carpet;Lease;German;Pensioner;Car;no credit cards;1
H;1;3;45;16800;1800;200;0;0;0;100;0;100;V;100;100;1;2;100;200000;Radio, TV, Hifi;;German;Others;Car;Cheque card;0
R;3;5;38;14400;14400;200;0;0;210000;0;250000;200;V;100;100;0;3;100;400000;Furniture,Carpet;Lease;Turkish;Civil Service, M;Without Vehicle;no credit cards;0
H;3;5;34;4800;6000;200;0;100;0;100;0;100;V;100;100;1;7;100;70000;Dept. Store,Mail;Lease;German;Food,Building,Ca;Car;Cheque card;0
H;1;2;26;28800;6600;200;0;100;240000;0;250000;200;U;300;100;0;3;100;80000;Dept. Store,Mail;;German;Others;Without Vehicle;no credit cards;0
R;1;3;30;1800;16800;200;0;100;100000;0;250000;200;V;300;100;0;4;100;180000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;0
R;0;1;27;10800;600;200;0;100;250000;0;250000;200;U;100;100;2;0;0;50000;Radio, TV, Hifi;;German;Food,Building,Ca;Car;VISA Others;1
H;0;2;23;3000;600;200;0;100;250000;0;250000;200;V;100;100;1;4;100;120000;Dept. Store,Mail;Lease;German;Others;Car;no credit cards;1
H;0;2;55;9600;16800;200;0;100;280000;0;1000000;400;V;100;100;4;3;100;1500000;Cars;Lease;German;Others;Car;no credit cards;1
H;0;1;48;16800;28800;200;0;100;500000;100;1000000;500;U;300;100;0;5;100;160000;Furniture,Carpet;;Turkish;Civil Service, M;Car;Cheque card;0
R;1;3;32;3000;2400;100;0;0;300000;0;1000000;400;V;100;100;2;5;100;180000;Furniture,Carpet;;German;Others;Car;no credit cards;1
H;2;4;27;6000;9600;200;0;100;280000;0;1000000;400;V;100;100;1;7;100;400000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;1
R;1;3;29;900;10800;200;0;0;270000;0;1000000;400;V;100;100;1;4;100;120000;Dept. Store,Mail;Lease;German;Civil Service, M;Car;no credit cards;0
R;0;1;25;900;900;200;0;100;0;0;0;0;U;100;100;1;4;100;400000;Furniture,Carpet;Lease;German;Others;Without Vehicle;Mastercard/Euroc;1
H;0;2;53;7200;4500;200;0;0;0;100;0;100;V;300;100;0;0;0;160000;Furniture,Carpet;Lease;German;Others;Without Vehicle;Cheque card;0
R;1;3;40;900;600;200;0;0;0;0;0;0;V;300;100;0;5;100;120000;Furniture,Carpet;Lease;German;Others;Car;Mastercard/Euroc;0
R;3;4;38;2400;1800;200;0;100;240000;0;250000;200;T;100;100;1;4;100;1000000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;1;32;1200;14400;200;0;100;200000;0;250000;200;U;100;100;1;6;100;60000;Cars;Lease;German;Others;Car;no credit cards;1
R;0;2;29;8400;900;200;0;0;180000;0;250000;200;V;300;100;0;2;100;100000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;0;1;25;28800;6000;200;0;100;300000;0;1000000;400;U;100;100;1;5;100;140000;Radio, TV, Hifi;Lease;German;Sea Vojage, Gast;Car;no credit cards;0
R;0;1;67;14400;10800;200;0;100;220000;0;250000;200;G;300;100;0;5;100;500000;Furniture,Carpet;Lease;German;Pensioner;Without Vehicle;no credit cards;0
H;0;1;24;28800;5400;200;0;0;200000;0;250000;200;U;100;100;1;9;100;600000;Cars;Lease;German;Others;Car;no credit cards;0
H;0;1;25;3000;1500;200;0;0;220000;100;250000;300;U;100;100;1;3;100;110000;Dept. Store,Mail;;German;Others;Car;Cheque card;1
H;1;3;39;300;600;200;0;100;310000;0;1000000;400;V;100;100;4;4;100;300000;Cars;Lease;German;Others;Car;no credit cards;0
R;0;2;26;900;900;200;0;0;200000;0;250000;200;V;100;100;1;6;100;300000;Leisure;Lease;German;Others;Car;no credit cards;1
H;0;1;24;2400;2700;100;0;0;180000;0;250000;200;U;300;100;0;4;100;160000;Radio, TV, Hifi;Lease;German;Others;Car;no credit cards;1
R;2;3;66;3600;24000;200;0;0;170000;0;250000;200;W;300;100;0;3;100;150000;Radio, TV, Hifi;;German;Pensioner;Car;no credit cards;1
H;2;4;43;2400;900;200;0;0;200000;0;250000;200;V;300;100;0;4;100;300000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
H;3;5;30;600;5400;100;0;100;260000;0;1000000;400;V;300;100;0;4;100;400000;Furniture,Carpet;Lease;German;Others;Car;no credit cards;0
